Tevékenység típusa,Dátum,Kedvenc,Cím,Távolság,Kalóriaszám,Idő,Átlagos pulzusszám,Max. pulzus,Átl. pedálütem,Max. pedálütem,Átlagos tempó,Legjobb tempó,Teljes emelkedés,Teljes süllyedés,Átlagos lépéshossz,Átl. pedálütem,Max. pedálütem,Training Stress Score®,Teljes csapásszám,Lépések,Összes ismétlés,Összes szett,Dekompressziós,Legjobb köridő,Körök száma,Ált. légzés,Min. légzés,Max. légzés,Stresszadatok változása,Kezdő stressz,Befejező stressz,Átl. stressz,Max. stressz,Menetidő,Eltelt idő,Minimális magasság,Maximális magasság
Futás,2023-04-10 19:35:25,false,"Szeged Futás","1.70","106","00:14:33","139","180","101","219","8:32","4:05","11","10","1.19","--","--","0.0","--","1,498","--","--","Nem","00:00:26","10","--","--","--","--","--","--","--","--","00:12:09","00:14:33","76","85"
Kardió,2023-04-07 16:22:11,false,"Szeged Labdarúgás","5.65","689","02:22:14","126","157","--","--","2.4","16.6","6","5","--","--","--","0.0","--","--","--","--","Nem","01:04:44","2","--","--","--","--","--","--","--","--","01:18:29","02:22:14","81","83"
Futás,2023-04-07 09:01:57,false,"Szeged Futás","4.61","480","01:30:04","126","173","42","247","19:32","5:01","65","63","1.29","--","--","0.0","--","6,256","--","--","Nem","00:10:49","5","--","--","--","--","--","--","--","--","00:38:22","01:30:04","77","138"
Futás,2023-04-06 08:59:30,false,"Szeged Futás","2.66","309","00:58:39","123","170","45","231","22:05","4:31","7","6","1.02","--","--","0.0","--","4,396","--","--","Nem","00:13:10","3","--","--","--","--","--","--","--","--","00:25:39","00:58:39","76","116"
Futás,2023-04-05 19:32:10,false,"Szeged Futás","5.39","392","00:45:20","157","187","92","247","8:24","3:49","1","1","1.30","--","--","0.0","--","5,948","--","--","Nem","00:03:51.1","6","--","--","--","--","--","--","--","--","00:42:51","00:45:20","37","80"
Kardió,2023-04-05 16:35:04,false,"Kardió","0.00","156","00:47:07","108","142","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","Nem","00:47:07","1","--","--","--","--","--","--","--","--","00:00:00","00:47:07","--","--"
Futás,2023-04-05 10:00:46,false,"Szeged Futás","1.63","340","01:23:26","111","164","30","217","51:17","6:49","2","1","0.67","--","--","0.0","--","5,208","--","--","Nem","00:13:54","2","--","--","--","--","--","--","--","--","00:14:20","01:23:26","77","98"
Futás,2023-04-04 18:24:55,false,"Szeged Futás","4.76","505","01:16:58","139","174","65","248","16:09","5:27","4","3","0.96","--","--","0.0","--","7,446","--","--","Nem","00:10:25","5","--","--","--","--","--","--","--","--","00:43:50","01:16:58","76","80"
Futás,2023-03-31 15:08:23,false,"Szeged Futás","3.19","389","01:00:48","138","181","62","238","19:02","5:26","62","63","0.89","--","--","0.0","--","5,614","--","--","Nem","00:11:03","4","--","--","--","--","--","--","--","--","00:33:32","01:00:48","20","81"
Kerékpározás,2023-03-31 14:10:57,false,"Szeged Kerékpározás","10.46","157","00:25:34","124","144","--","--","24.5","36.3","56","50","--","--","--","0.0","--","--","--","--","Nem","00:25:34","1","--","--","--","--","--","--","--","--","00:25:27","00:26:22","74","95"
Futás,2023-03-30 18:28:23,false,"Szeged Futás","4.30","374","00:54:41","140","184","75","248","12:43","4:05","2","4","1.00","--","--","0.0","--","5,754","--","--","Nem","00:02:07.2","5","--","--","--","--","--","--","--","--","00:38:24","00:54:41","65","81"
Futás,2023-03-29 18:30:57,false,"Szeged Futás","3.66","348","01:17:53","109","153","47","229","21:16","4:18","5","5","0.98","--","--","0.0","--","5,342","--","--","Nem","00:07:57.1","4","--","--","--","--","--","--","--","--","00:32:21","01:17:59","77","80"
Futás,2023-03-29 10:14:20,false,"Szeged Futás","2.74","345","00:57:43","128","163","49","247","21:03","5:17","19","20","0.96","--","--","0.0","--","4,462","--","--","Nem","00:11:22","3","--","--","--","--","--","--","--","--","00:24:33","00:57:43","77","87"
Futás,2023-03-28 18:48:03,false,"Szeged Futás","3.65","396","00:47:31","153","184","70","212","13:01","4:52","1","3","1.08","--","--","0.0","--","5,420","--","--","Nem","00:07:30.8","4","--","--","--","--","--","--","--","--","00:33:14","00:47:31","78","81"
Futás,2023-03-28 09:58:01,false,"Szeged Futás","2.55","488","01:16:53","136","173","33","247","30:12","7:23","5","6","0.99","--","--","0.0","--","4,392","--","--","Nem","00:16:08","3","--","--","--","--","--","--","--","--","00:20:20","01:16:53","76","79"
Kardió,2023-03-27 17:16:15,false,"Kardió","0.00","229","00:44:34","117","152","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","Nem","00:00:10.0","2","--","--","--","--","--","--","--","--","00:00:00","00:44:34","--","--"
Futás,2023-03-24 15:06:43,false,"Szeged Futás","2.77","359","00:55:40","134","182","43","229","20:05","6:44","6","4","1.15","--","--","0.0","--","4,118","--","--","Nem","00:09:52.8","3","--","--","--","--","--","--","--","--","00:24:01","00:55:40","76","80"
Futás,2023-03-23 18:29:49,false,"Szeged Futás","3.50","348","01:06:04","122","171","52","238","18:51","4:15","57","57","1.09","--","--","0.0","--","5,150","--","--","Nem","00:08:54.0","4","--","--","--","--","--","--","--","--","00:32:39","01:06:04","77","130"
Futás,2023-03-22 18:03:17,false,"Szeged Futás","6.09","498","01:24:39","130","167","65","224","13:53","4:17","7","7","1.15","--","--","0.0","--","8,440","--","--","Nem","00:01:15.5","7","--","--","--","--","--","--","--","--","00:51:35","01:24:39","77","81"
Futás,2023-03-21 18:51:59,false,"Szeged Futás","5.48","512","01:30:48","129","180","56","248","16:34","5:01","5","5","1.07","--","--","0.0","--","8,016","--","--","Nem","00:02:35.4","7","--","--","--","--","--","--","--","--","00:50:12","01:30:48","77","80"
Futás,2023-03-21 10:00:01,false,"Szeged Futás","3.09","393","01:02:06","136","173","51","248","20:05","4:20","7","6","1.08","--","--","0.0","--","5,220","--","--","Nem","00:04:25.6","4","--","--","--","--","--","--","--","--","00:29:42","01:02:06","77","80"
Kerékpározás,2023-03-21 09:22:44,false,"Szeged Kerékpározás","9.55","229","00:24:53","151","170","--","--","23.0","35.0","52","51","--","--","--","0.0","--","--","--","--","Nem","00:24:53","1","--","--","--","--","--","--","--","--","00:24:02","00:25:06","76","95"
Futás,2023-03-20 18:45:09,false,"Szeged Futás","1.91","129","00:17:51","131","161","91","212","9:21","3:53","2","0","1.15","--","--","0.0","--","1,860","--","--","Nem","00:06:07.3","2","--","--","--","--","--","--","--","--","00:12:51","00:17:51","77","80"
Kardió,2023-03-20 17:14:37,false,"Kardió","0.00","218","00:42:32","117","145","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","Nem","00:42:32","1","--","--","--","--","--","--","--","--","00:00:00","00:42:32","--","--"
Futás,2023-03-17 15:22:14,false,"Szeged Futás","2.60","268","00:50:03","120","183","44","220","19:15","4:42","7","7","1.32","--","--","0.0","--","3,512","--","--","Nem","00:07:35.0","3","--","--","--","--","--","--","--","--","00:21:07","00:50:03","77","84"
Futás,2023-03-16 18:54:46,false,"Szeged Futás","4.06","336","01:02:53","121","155","54","247","15:30","3:43","108","109","1.25","--","--","0.0","--","5,694","--","--","Nem","00:02:13.3","5","--","--","--","--","--","--","--","--","00:33:05","01:02:53","-27","80"
Futás,2023-03-15 10:41:44,false,"Szeged Futás","4.17","402","01:06:03","131","170","53","225","15:50","3:31","7","6","1.19","--","--","0.0","--","5,024","--","--","Nem","00:02:36.5","5","--","--","--","--","--","--","--","--","00:32:08","01:06:03","77","80"
Futás,2023-03-14 18:54:01,false,"Szeged Futás","4.13","399","01:18:27","120","169","45","212","19:02","3:57","3","3","1.25","--","--","0.0","--","6,144","--","--","Nem","00:00:51.5","6","--","--","--","--","--","--","--","--","00:35:15","01:18:27","73","80"
Futás,2023-03-14 10:05:05,false,"Szeged Futás","3.09","320","01:07:28","114","155","51","248","21:51","6:06","6","6","0.82","--","--","0.0","--","4,714","--","--","Nem","00:00:47.9","4","--","--","--","--","--","--","--","--","00:28:47","01:07:28","77","80"
Kardió,2023-03-13 17:19:03,false,"Kardió","0.00","107","00:29:09","99","138","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","Nem","00:29:09","1","--","--","--","--","--","--","--","--","00:00:00","00:29:09","--","--"
Futás,2023-03-10 15:51:27,false,"Szeged Futás","2.47","223","00:37:15","126","175","61","244","15:04","5:49","2","2","1.17","--","--","0.0","--","3,684","--","--","Nem","00:05:34.7","3","--","--","--","--","--","--","--","--","00:22:42","00:37:15","61","80"
Futás,2023-03-09 15:08:58,false,"Szeged Futás","4.06","411","01:12:27","128","165","49","216","17:52","5:09","3","3","1.10","--","--","0.0","--","6,044","--","--","Nem","00:00:55.4","5","--","--","--","--","--","--","--","--","00:33:06","01:12:27","75","83"
Futás,2023-03-07 18:17:14,false,"Szeged Futás","3.55","384","01:28:08","114","145","37","234","24:48","4:16","1","1","1.07","--","--","0.0","--","6,126","--","--","Nem","00:09:36.2","4","--","--","--","--","--","--","--","--","00:35:41","01:28:08","77","82"
Futás,2023-03-06 15:23:19,false,"Szeged Futás","3.16","296","01:03:17","116","161","46","235","20:00","3:08","4","3","1.10","--","--","0.0","--","4,758","--","--","Nem","00:11:15","4","--","--","--","--","--","--","--","--","00:28:06","01:03:17","76","85"
Futás,2023-03-03 16:01:07,false,"Algyő Futás","3.71","400","01:13:07","127","163","44","247","19:41","3:42","4","4","1.27","--","--","0.0","--","5,376","--","--","Nem","00:12:26","4","--","--","--","--","--","--","--","--","00:34:55","01:13:07","78","81"
Futás,2023-03-01 18:53:41,false,"Szeged Futás","2.12","245","00:58:00","107","146","33","238","27:25","4:05","3","1","1.29","--","--","0.0","--","2,978","--","--","Nem","00:02:03.9","3","--","--","--","--","--","--","--","--","00:21:12","00:58:00","77","80"
Futás,2023-03-01 10:12:17,false,"Szeged Futás","2.14","248","01:04:33","106","153","29","220","30:15","3:21","4","5","1.32","--","--","0.0","--","3,138","--","--","Nem","00:04:53.9","3","--","--","--","--","--","--","--","--","00:17:23","01:04:33","76","85"
Futás,2023-02-28 18:53:03,false,"Szeged Futás","5.48","500","01:18:00","132","179","63","220","14:14","3:24","13","11","1.11","--","--","0.0","--","7,766","--","--","Nem","00:05:37.1","6","--","--","--","--","--","--","--","--","00:43:34","01:18:00","77","80"
Futás,2023-02-28 10:04:28,false,"Szeged Futás","1.73","274","01:05:04","112","148","30","212","37:37","4:47","3","2","0.88","--","--","0.0","--","3,482","--","--","Nem","00:27:23","2","--","--","--","--","--","--","--","--","00:15:42","01:05:04","30","80"
Futás,2023-02-27 19:10:58,false,"Szeged Futás","1.74","167","00:35:06","111","159","65","228","20:09","2:23","2","1","0.75","--","--","0.0","--","2,566","--","--","Nem","00:10:26","2","--","--","--","--","--","--","--","--","00:21:32","00:35:06","71","79"
Kardió,2023-02-27 17:16:16,false,"Kardió","0.00","253","00:47:21","120","149","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","Nem","00:47:21","1","--","--","--","--","--","--","--","--","00:00:00","00:47:21","--","--"
Futás,2023-02-25 14:06:15,false,"Comlosu Mare Futás","3.72","319","00:40:38","149","183","74","228","10:56","2:34","10","11","1.25","--","--","0.0","--","4,742","--","--","Nem","00:07:47.7","4","--","--","--","--","--","--","--","--","00:29:09","00:40:38","81","84"
Futás,2023-02-23 19:04:03,false,"Szeged Futás","5.60","479","01:21:00","128","184","65","240","14:27","3:15","6","6","1.10","--","--","0.0","--","8,266","--","--","Nem","00:07:03.3","6","--","--","--","--","--","--","--","--","00:50:11","01:21:00","77","80"
Futás,2023-02-21 19:11:36,false,"Szeged Futás","3.01","224","00:50:19","109","155","51","201","16:42","3:08","9","10","1.19","--","--","0.0","--","4,200","--","--","Nem","00:00:06.1","4","--","--","--","--","--","--","--","--","00:24:21","00:50:19","77","112"
Futás,2023-02-18 09:01:31,false,"Szeged Futás","4.34","318","01:11:47","111","148","57","239","16:32","3:13","68","69","1.06","--","--","0.0","--","6,354","--","--","Nem","00:04:25.7","5","--","--","--","--","--","--","--","--","00:40:49","01:11:47","26","92"
Futás,2023-02-17 18:45:31,false,"Szeged Futás","3.80","387","01:12:35","123","164","51","236","19:05","3:54","1","1","1.04","--","--","0.0","--","5,780","--","--","Nem","00:10:09","4","--","--","--","--","--","--","--","--","00:36:54","01:12:35","76","78"
Futás,2023-02-09 19:13:00,false,"Szeged Futás","4.68","340","00:48:24","140","180","73","219","10:21","2:00","48","48","1.32","--","--","0.0","--","3,986","--","--","Nem","00:00:38.7","8","--","--","--","--","--","--","--","--","00:24:08","00:48:24","76","81"
Futás,2023-02-08 20:06:31,false,"Szeged Futás","3.86","281","00:35:55","143","182","97","247","9:19","2:11","7","7","1.11","--","--","0.0","--","4,642","--","--","Nem","00:08:00.1","4","--","--","--","--","--","--","--","--","00:29:31","00:35:55","77","80"
Futás,2023-02-07 19:18:48,false,"Szeged Futás","5.88","442","01:08:28","131","172","76","247","11:39","2:07","8","8","1.15","--","--","0.0","--","6,984","--","--","Nem","00:09:21.6","6","--","--","--","--","--","--","--","--","00:43:02","01:08:28","76","78"
Futás,2023-02-07 10:04:13,false,"Szeged Futás","2.68","232","00:58:32","105","134","47","247","21:51","5:42","4","3","1.04","--","--","0.0","--","4,614","--","--","Nem","00:13:52","3","--","--","--","--","--","--","--","--","00:26:30","00:58:32","77","117"
Kardió,2023-02-06 17:19:22,false,"Kardió","0.00","195","00:58:58","97","140","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","Nem","00:58:58","1","--","--","--","--","--","--","--","--","00:00:00","00:58:58","--","--"
Futás,2023-02-06 10:07:59,false,"Szeged Futás","4.20","354","01:15:58","119","157","49","212","18:05","3:13","11","10","1.37","--","--","0.0","--","5,944","--","--","Nem","00:06:17.6","5","--","--","--","--","--","--","--","--","00:36:55","01:15:58","76","86"
Futás,2023-02-03 18:51:08,false,"Szeged Futás","3.44","276","00:54:09","116","166","63","229","15:46","2:11","1","0","0.99","--","--","0.0","--","5,000","--","--","Nem","00:05:37.8","4","--","--","--","--","--","--","--","--","00:30:17","00:54:09","63","78"
Futás,2023-02-02 19:05:34,false,"Szeged Futás","6.16","441","01:21:15","121","169","73","204","13:12","3:03","18","18","0.99","--","--","0.0","--","8,042","--","--","Nem","00:03:23.7","8","--","--","--","--","--","--","--","--","00:48:52","01:21:15","77","80"
Futás,2023-02-01 18:54:04,false,"Szeged Futás","7.81","411","01:00:18","137","184","108","212","7:43","2:27","57","59","1.11","--","--","0.0","--","7,396","--","--","Nem","00:02:32.6","14","--","--","--","--","--","--","--","--","00:52:07","01:00:18","76","83"
Kardió,2023-02-01 17:16:31,false,"Kardió","0.00","244","01:20:49","96","137","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","Nem","01:20:49","1","--","--","--","--","--","--","--","--","00:00:00","01:20:49","--","--"
Futás,2023-02-01 10:02:29,false,"Szeged Futás","3.57","423","01:31:15","120","159","40","247","25:31","3:51","1","1","1.21","--","--","0.0","--","6,346","--","--","Nem","00:16:08","4","--","--","--","--","--","--","--","--","00:32:44","01:31:15","76","78"
Futás,2023-01-31 18:19:53,false,"Szeged Futás","5.46","542","01:35:06","126","178","51","228","17:25","2:39","5","5","1.06","--","--","0.0","--","8,462","--","--","Nem","00:06:50.6","6","--","--","--","--","--","--","--","--","00:44:26","01:35:06","67","80"
Futás,2023-01-31 10:02:04,false,"Szeged Futás","2.33","346","01:18:38","115","152","29","205","33:44","5:05","4","4","1.10","--","--","0.0","--","4,120","--","--","Nem","00:10:23","3","--","--","--","--","--","--","--","--","00:21:03","01:18:38","77","80"
Kardió,2023-01-30 17:22:23,false,"Kardió","0.00","262","00:58:55","112","143","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","Nem","00:58:55","1","--","--","--","--","--","--","--","--","00:00:00","00:58:55","--","--"
Futás,2023-01-30 10:06:29,false,"Szeged Futás","3.02","342","01:12:20","119","143","39","223","23:59","4:49","3","2","1.14","--","--","0.0","--","4,742","--","--","Nem","00:00:11.4","4","--","--","--","--","--","--","--","--","00:31:38","01:12:20","77","80"
Futás,2023-01-28 15:07:48,false,"Bp Futás","5.01","379","00:53:34","143","172","83","212","10:42","1:59","23","25","1.14","--","--","0.0","--","6,332","--","--","Nem","00:00:04.1","6","--","--","--","--","--","--","--","--","00:40:06","00:53:34","106","110"
Futás,2023-01-27 18:11:02,false,"Szeged - Dzsótikínzás","2.99","188","00:28:38","126","171","78","188","9:34","3:04","48","48","1.86","--","--","0.0","--","2,246","--","--","Nem","00:01:29.4","6","--","--","--","--","--","--","--","--","00:13:18","00:28:38","75","93"
Kardió,2023-01-27 16:55:04,false,"Kardió","0.00","157","00:53:46","93","118","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","Nem","00:53:46","1","--","--","--","--","--","--","--","--","00:00:00","00:53:46","--","--"
Futás,2023-01-27 10:01:28,false,"Szeged Futás","2.38","250","01:08:31","103","134","33","247","28:44","5:35","7","6","1.19","--","--","0.0","--","4,058","--","--","Nem","00:10:36","3","--","--","--","--","--","--","--","--","00:21:28","01:08:31","76","80"
Futás,2023-01-26 18:43:49,false,"Szeged Futás","6.56","475","01:26:47","121","159","70","228","13:14","2:41","178","179","1.06","--","--","0.0","--","8,970","--","--","Nem","00:05:09.2","8","--","--","--","--","--","--","--","--","00:55:42","01:26:47","-99","78"
Futás,2023-01-25 18:14:25,false,"Szeged - Dzsótikínzás","8.12","473","01:02:53","144","188","94","190","7:44","3:35","139","140","1.51","--","--","0.0","--","6,104","--","--","Nem","00:02:02.3","16","--","--","--","--","--","--","--","--","00:35:51","01:02:53","75","93"
Kardió,2023-01-25 16:51:09,false,"Kardió","0.00","171","01:00:06","92","132","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","Nem","01:00:06","1","--","--","--","--","--","--","--","--","00:00:00","01:00:06","--","--"
Futás,2023-01-25 10:02:16,false,"Szeged Futás","2.66","319","01:15:50","113","140","33","228","28:32","5:38","2","1","1.05","--","--","0.0","--","4,572","--","--","Nem","00:17:02","3","--","--","--","--","--","--","--","--","00:25:38","01:15:50","76","78"
Futás,2023-01-24 19:02:40,false,"Szeged Futás","6.88","568","01:34:29","128","183","69","247","13:44","3:15","11","11","1.08","--","--","0.0","--","9,108","--","--","Nem","00:09:10.1","7","--","--","--","--","--","--","--","--","00:54:36","01:34:29","76","86"
Futás,2023-01-23 18:17:52,false,"Szeged Futás","7.03","377","00:43:59","157","195","129","191","6:15","3:19","129","134","1.15","--","--","0.0","--","5,992","--","--","Nem","00:00:02","12","--","--","--","--","--","--","--","--","00:40:28","00:43:59","75","93"
Kardió,2023-01-23 16:52:53,false,"Kardió","0.00","277","01:03:15","114","144","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","Nem","01:03:15","1","--","--","--","--","--","--","--","--","00:00:00","01:03:15","--","--"
Futás,2023-01-23 10:03:47,false,"Szeged Futás","3.07","321","01:17:00","111","132","34","247","25:06","5:03","4","3","1.22","--","--","0.0","--","5,286","--","--","Nem","00:01:01.7","4","--","--","--","--","--","--","--","--","00:30:24","01:17:00","57","82"
Futás,2023-01-21 13:42:54,false,"Szeged Futás","6.65","432","01:04:37","136","180","91","231","9:43","1:56","2","2","1.13","--","--","0.0","--","8,250","--","--","Nem","00:06:26.0","7","--","--","--","--","--","--","--","--","00:56:01","01:04:37","76","78"
Futás,2023-01-20 18:35:40,false,"Szeged - Dzsótikínzás","6.00","318","00:35:54","152","182","133","185","5:59","4:01","74","73","1.24","--","--","0.0","--","4,888","--","--","Nem","00:04:04.4","8","--","--","--","--","--","--","--","--","00:29:40","00:37:41","66","86"
Kardió,2023-01-20 17:11:22,false,"Kardió","0.00","223","01:00:23","104","138","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","Nem","01:00:23","1","--","--","--","--","--","--","--","--","00:00:00","01:00:23","--","--"
Futás,2023-01-20 10:32:27,false,"Szeged Futás","2.15","219","00:49:15","115","146","24","241","22:56","1:07","3","1","2.52","--","--","0.0","--","2,280","--","--","Nem","00:00:11.6","3","--","--","--","--","--","--","--","--","00:12:07","00:49:15","77","81"
Futás,2023-01-18 18:35:29,false,"Szeged - Dzsótikínzás","10.77","607","01:11:00","153","188","128","179","6:36","3:45","200","205","1.14","--","--","0.0","--","9,724","--","--","Nem","00:02:30.5","17","--","--","--","--","--","--","--","--","01:06:31","01:11:00","75","93"
Kardió,2023-01-18 17:06:08,false,"Kardió","0.00","241","00:58:59","108","144","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","Nem","00:58:59","1","--","--","--","--","--","--","--","--","00:00:00","00:58:59","--","--"
Futás,2023-01-18 09:57:33,false,"Szeged Futás","2.08","293","01:11:29","110","141","41","250","34:22","6:16","5","3","0.72","--","--","0.0","--","4,750","--","--","Nem","00:03:48.0","3","--","--","--","--","--","--","--","--","00:23:52","01:11:29","77","84"
Futás,2023-01-17 18:49:53,false,"Szeged Futás","6.57","472","01:13:54","131","166","91","212","11:15","3:04","8","7","0.98","--","--","0.0","--","8,846","--","--","Nem","00:05:37.5","7","--","--","--","--","--","--","--","--","00:51:23","01:13:54","77","80"
Futás,2023-01-17 09:57:59,false,"Szeged Futás","0.85","212","01:00:00","101","128","24","228","--","3:47","4","4","0.59","--","--","0.0","--","2,410","--","--","Nem","01:00:00","1","--","--","--","--","--","--","--","--","00:09:36","01:00:00","77","80"
Futás,2023-01-16 18:28:21,false,"Szeged Futás","8.57","475","00:50:39","162","187","127","180","5:55","2:03","138","138","1.55","--","--","0.0","--","6,784","--","--","Nem","00:02:03.0","12","--","--","--","--","--","--","--","--","00:42:00","00:50:43","75","93"
Kardió,2023-01-16 17:04:10,false,"Kardió","0.00","209","00:59:16","100","139","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","Nem","00:59:16","1","--","--","--","--","--","--","--","--","00:00:00","00:59:16","--","--"
Futás,2023-01-16 09:59:44,false,"Szeged Futás","2.39","347","01:17:11","115","150","32","228","32:22","4:40","6","6","1.01","--","--","0.0","--","4,462","--","--","Nem","00:11:47","3","--","--","--","--","--","--","--","--","00:25:09","01:17:11","76","80"
Futás,2023-01-13 18:18:33,false,"Szeged Futás","9.00","529","00:50:31","169","186","165","187","5:37","3:07","173","171","1.08","--","--","0.0","--","7,458","--","--","Nem","00:05:14","9","--","--","--","--","--","--","--","--","00:50:30","00:50:31","75","94"
Kardió,2023-01-13 17:01:57,false,"Kardió","0.00","190","00:50:11","104","136","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","Nem","00:50:11","1","--","--","--","--","--","--","--","--","00:00:00","00:50:11","--","--"
Futás,2023-01-13 10:15:36,false,"Szeged Futás","1.74","262","01:08:49","106","148","25","247","39:30","4:27","6","6","1.00","--","--","0.0","--","3,132","--","--","Nem","00:26:47","2","--","--","--","--","--","--","--","--","00:15:31","01:08:49","76","83"
Futás,2023-01-12 18:53:26,false,"Szeged Futás","5.70","478","01:15:03","130","180","79","223","13:11","2:32","4","6","0.96","--","--","0.0","--","8,058","--","--","Nem","00:08:01.7","6","--","--","--","--","--","--","--","--","00:49:01","01:15:03","78","81"
Futás,2023-01-12 10:00:23,false,"Szeged Futás","1.71","274","01:06:49","107","140","41","224","39:02","5:54","4","5","0.65","--","--","0.0","--","4,752","--","--","Nem","00:29:26","2","--","--","--","--","--","--","--","--","00:19:44","01:06:49","77","80"
Futás,2023-01-11 18:34:21,false,"Szeged Futás","7.34","417","00:41:08","164","182","163","177","5:36","3:58","136","137","1.10","--","--","0.0","--","6,688","--","--","Nem","00:01:33.7","8","--","--","--","--","--","--","--","--","00:40:57","00:41:08","75","93"
Kardió,2023-01-11 17:16:45,false,"Kardió","0.00","194","00:54:32","100","146","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","Nem","00:54:32","1","--","--","--","--","--","--","--","--","00:00:00","00:54:32","--","--"
Futás,2023-01-11 10:02:20,false,"Szeged Futás","0.84","248","01:04:07","106","132","19","186","--","3:45","1","1","0.69","--","--","0.0","--","2,790","--","--","Nem","01:04:07","1","--","--","--","--","--","--","--","--","00:07:53","01:04:07","79","80"
Futás,2023-01-10 19:10:55,false,"Szeged Futás","0.44","24","00:04:45.4","107","122","87","198","10:43","2:26","--","0","1.07","--","--","0.0","--","602","--","--","Nem","00:04:45.4","1","--","--","--","--","--","--","--","--","00:03:17","00:04:45.4","79","80"
Futás,2023-01-10 10:02:28,false,"Szeged Futás","0.01","1","00:00:16.4","97","105","18","102","25:15","6:21","--","--","2.20","--","--","0.0","--","16","--","--","Nem","00:00:16.4","1","--","--","--","--","--","--","--","--","00:00:08","00:01:29.4","78","78"
Futás,2023-01-09 19:00:13,false,"Szeged Futás","6.22","514","00:54:28","168","195","116","229","8:45","1:49","5","5","0.98","--","--","0.0","--","7,678","--","--","Nem","00:02:25.9","7","--","--","--","--","--","--","--","--","00:53:08","01:15:17","77","84"
Futás,2023-01-07 15:14:21,false,"Szeged Futás","8.01","478","00:43:42","169","180","160","223","5:28","4:25","49","49","1.12","--","--","0.0","--","7,160","--","--","Nem","00:00:03.9","9","--","--","--","--","--","--","--","--","00:44:35","00:44:42","64","84"
Futás,2023-01-04 12:22:22,false,"Szeged Futás","5.02","281","00:27:23","160","184","159","171","5:27","4:43","19","19","1.15","--","--","0.0","--","4,372","--","--","Nem","00:00:05.2","6","--","--","--","--","--","--","--","--","00:27:20","00:37:09","75","87"
Futás,2023-01-03 13:27:25,false,"Szeged Futás","6.04","337","00:32:29","167","183","161","172","5:23","4:27","20","21","1.15","--","--","0.0","--","5,228","--","--","Nem","00:00:15.8","7","--","--","--","--","--","--","--","--","00:32:25","00:43:57","75","84"
Futás,2022-12-26 15:14:45,false,"Szeged - piramis","8.72","525","00:53:43","168","186","156","225","6:10","3:18","96","98","1.03","--","--","0.0","--","8,424","--","--","Nem","00:00:07.5","33","--","--","--","--","--","--","--","--","00:52:57","01:03:28","75","142"
Futás,2022-12-24 12:18:44,false,"Szeged Futás","5.10","272","00:27:49","160","192","162","169","5:27","5:00","18","17","1.13","--","--","0.0","--","4,514","--","--","Nem","00:00:29.9","6","--","--","--","--","--","--","--","--","00:27:45","00:35:04","75","81"
Futás,2022-12-22 12:29:38,false,"Szeged - 2-1 intervals","8.79","487","00:49:19","166","186","160","177","5:37","4:18","63","61","1.11","--","--","0.0","--","7,962","--","--","Nem","00:00:29.7","31","--","--","--","--","--","--","--","--","00:47:54","01:03:51","75","87"
Szobakerékpározás,2022-12-20 13:25:11,false,"Szobakerékpározás","0.00","198","00:22:36","148","170","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","Nem","00:05:26","2","--","--","--","--","--","--","--","--","00:00:00","00:22:36","--","--"
Futás,2022-12-16 10:02:45,false,"Szeged - 2-1 intervals","5.25","306","00:29:08","171","187","162","176","5:33","4:30","20","19","1.11","--","--","0.0","--","4,676","--","--","Nem","00:01:00","17","--","--","--","--","--","--","--","--","00:28:56","00:30:04","71","81"
Futás,2022-12-14 15:11:25,false,"Szeged - 5k 2-1 intervals","11.63","552","00:57:32","150","172","163","179","4:57","2:26","111","113","1.24","--","--","0.0","--","9,332","--","--","Nem","00:00:41.5","29","--","--","--","--","--","--","--","--","00:57:05","00:58:47","70","112"
Szobakerékpározás,2022-12-13 19:15:14,false,"Szobakerékpározás","0.00","164","00:20:02","140","164","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","Nem","00:07:01.1","2","--","--","--","--","--","--","--","--","00:00:00","00:20:02","--","--"
Futás,2022-12-12 11:06:43,false,"Szeged - 5k","5.82","340","00:32:47","168","181","163","171","5:38","4:34","26","26","1.09","--","--","0.0","--","5,340","--","--","Nem","00:00:14","7","--","--","--","--","--","--","--","--","00:32:47","00:34:30","75","81"
