Tevékenység típusa,Dátum,Kedvenc,Cím,Távolság,Kalóriaszám,Idő,Átlagos pulzusszám,Max. pulzus,Átl. pedálütem,Max. pedálütem,Átlagos tempó,Legjobb tempó,Teljes emelkedés,Teljes süllyedés,Átlagos lépéshossz,Átl. pedálütem,Max. pedálütem,Training Stress Score®,Teljes csapásszám,Lépések,Összes ismétlés,Összes szett,Dekompressziós,Legjobb köridő,Körök száma,Ált. légzés,Min. légzés,Max. légzés,Stresszadatok változása,Kezdő stressz,Befejező stressz,Átl. stressz,Max. stressz,Menetidő,Eltelt idő,Minimális magasság,Maximális magasság
Kardió,2022-03-06 14:15:04,false,"Cigánd Labdarúgás","0.47","154","01:04:29","82","137","--","--","0.4","12.4","1","1","--","--","--","0.0","--","--","--","--","Nem","00:19:14","2","--","--","--","--","--","--","--","--","00:06:19","01:11:50","96","98"
Futás,2022-03-04 17:49:54,false,"Szeged Futás","4.19","365","01:10:10","121","151","45","212","16:45","2:41","1","2","1.34","--","--","0.0","--","5,084","--","--","Nem","01:10:10","1","--","--","--","--","--","--","--","--","00:34:21","01:10:10","77","80"
Futás,2022-03-03 18:39:59,false,"Szeged Futás","4.90","291","01:00:09","113","145","68","212","12:17","3:21","5","5","1.20","--","--","0.0","--","6,388","--","--","Nem","01:00:09","1","--","--","--","--","--","--","--","--","00:38:27","01:00:09","76","80"
Erősítő edzés,2022-03-02 18:12:44,false,"Súlyzózás","0.00","94","00:24:16","95","128","--","--","--","--","--","--","--","--","--","0.0","--","4","2","7","Nem","00:24:16","1","--","--","--","--","--","--","--","--","00:14:52","00:24:16","--","--"
Kardió,2022-03-01 17:29:48,false,"Kardió","0.00","343","00:55:05","123","168","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","Nem","00:05:31.0","3","--","--","--","--","--","--","--","--","00:00:00","00:55:05","--","--"
Kardió,2022-02-26 13:32:31,false,"Szeged Labdarúgás","1.09","172","00:22:47","130","166","--","--","2.9","13.8","0","0","--","--","--","0.0","--","--","--","--","Nem","00:22:47","1","--","--","--","--","--","--","--","--","00:12:14","00:22:47","76","94"
Futás,2022-02-25 17:50:02,false,"Szeged Futás","0.98","158","00:40:07","104","138","21","228","40:51","4:15","11","2","1.17","--","--","0.0","--","1,444","--","--","Nem","00:40:07","1","--","--","--","--","--","--","--","--","00:10:40","00:40:07","78","108"
Futás,2022-02-24 18:48:40,false,"Szeged Futás","2.42","302","00:59:51","118","164","28","247","24:48","1:50","1","1","1.44","--","--","0.0","--","2,952","--","--","Nem","00:59:51","1","--","--","--","--","--","--","--","--","00:17:44","00:59:51","76","78"
Futás,2022-02-23 18:35:25,false,"Szeged Futás","4.62","422","01:08:41","131","166","61","247","14:52","2:26","5","5","1.22","--","--","0.0","--","5,952","--","--","Nem","00:12:15","3","--","--","--","--","--","--","--","--","00:33:24","01:08:41","76","80"
Kardió,2022-02-22 17:35:42,false,"Kardió","0.00","342","00:49:41","126","160","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","Nem","00:49:41","1","--","--","--","--","--","--","--","--","00:00:00","00:49:41","--","--"
Futás,2022-02-18 17:46:26,false,"Szeged Futás","3.48","369","01:06:14","125","161","37","247","19:02","2:55","2","2","1.42","--","--","0.0","--","4,494","--","--","Nem","01:06:14","1","--","--","--","--","--","--","--","--","00:29:11","01:06:14","78","80"
Futás,2022-02-17 17:37:57,false,"Szeged Futás","1.41","175","00:28:13","125","158","47","248","20:02","2:50","4","4","1.05","--","--","0.0","--","1,838","--","--","Nem","00:28:13","1","--","--","--","--","--","--","--","--","00:12:15","00:28:13","77","80"
Futás,2022-02-16 17:36:12,false,"Szeged Futás","5.42","556","01:27:50","136","173","49","247","16:12","2:37","8","7","1.27","--","--","0.0","--","6,860","--","--","Nem","01:27:50","1","--","--","--","--","--","--","--","--","00:43:08","01:27:50","77","80"
Kardió,2022-02-15 17:33:42,false,"Kardió","0.00","378","00:47:11","136","169","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","Nem","00:47:11","1","--","--","--","--","--","--","--","--","00:00:00","00:47:11","--","--"
Kerékpározás,2022-02-14 13:43:42,false,"Szeged Kerékpározás","6.53","148","00:24:36","120","156","--","--","15.9","26.6","52","62","--","--","--","0.0","--","--","--","--","Nem","00:24:36","1","--","--","--","--","--","--","--","--","00:22:29","00:24:36","74","126"
Kerékpározás,2022-02-14 11:32:59,false,"Szeged Kerékpározás","6.69","159","00:19:02","146","160","--","--","21.1","28.5","24","14","--","--","--","0.0","--","--","--","--","Nem","00:00:02.7","2","--","--","--","--","--","--","--","--","00:18:55","00:19:31","74","90"
Futás,2022-02-13 13:27:57,false,"Szeged Futás","1.72","158","02:00:07","105","143","14","240","--","4:10","64","68","1.02","--","--","0.0","--","2,480","--","--","Nem","02:00:07","1","--","--","--","--","--","--","--","--","00:14:32","02:00:07","76","128"
Futás,2022-02-10 17:38:23,false,"Szeged Futás","4.59","376","01:18:46","116","150","50","228","17:09","2:52","91","91","1.17","--","--","0.0","--","6,150","--","--","Nem","01:18:46","1","--","--","--","--","--","--","--","--","00:37:33","01:18:46","-1","80"
Futás,2022-02-09 17:59:12,false,"Szeged Futás","4.35","321","01:07:57","110","185","50","229","15:37","2:10","1","2","1.31","--","--","0.0","--","5,504","--","--","Nem","00:05:21.7","2","--","--","--","--","--","--","--","--","00:37:58","01:07:57","68","80"
Kardió,2022-02-08 17:28:37,false,"Kardió","0.00","435","00:56:32","134","161","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","Nem","00:09:55.8","2","--","--","--","--","--","--","--","--","00:00:00","00:56:32","--","--"
Futás,2022-02-07 18:37:56,false,"Szeged Futás","3.97","359","00:59:18","128","161","59","228","14:56","3:00","1","0","1.14","--","--","0.0","--","5,158","--","--","Nem","00:59:18","1","--","--","--","--","--","--","--","--","00:32:30","00:59:18","76","78"
Kardió,2022-02-04 17:34:44,false,"Szeged Labdarúgás","5.93","670","01:20:39","146","186","--","--","4.4","24.3","5","4","--","--","--","0.0","--","--","--","--","Nem","00:01:54.4","5","--","--","--","--","--","--","--","--","00:52:42","01:20:39","77","80"
Kardió,2022-02-03 18:05:57,false,"Szeged Labdarúgás","2.64","445","00:54:26","141","183","--","--","2.9","22.2","2","2","--","--","--","0.0","--","--","--","--","Nem","00:54:26","1","--","--","--","--","--","--","--","--","00:25:25","00:54:26","76","78"
Kardió,2022-02-02 17:39:34,false,"Szeged Labdarúgás","3.02","556","01:25:33","131","178","--","--","2.1","13.0","1","1","--","--","--","0.0","--","--","--","--","Nem","01:25:33","1","--","--","--","--","--","--","--","--","00:35:26","01:25:33","77","78"
Futás,2022-02-02 10:39:52,false,"Szeged Futás","2.24","356","01:05:42","124","153","41","243","29:21","6:46","7","7","0.88","--","--","0.0","--","3,718","--","--","Nem","00:08:53.9","2","--","--","--","--","--","--","--","--","00:22:05","01:05:42","77","80"
Kardió,2022-02-01 17:29:55,false,"Kardió","0.00","452","00:52:08","144","174","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","Nem","00:03:50.4","5","--","--","--","--","--","--","--","--","00:00:00","00:52:08","--","--"
Futás,2022-01-31 17:40:19,false,"Szeged Futás","3.42","342","00:40:06","150","202","70","201","11:43","2:40","10","10","1.32","--","--","0.0","--","3,148","--","--","Nem","00:02:57.9","3","--","--","--","--","--","--","--","--","00:19:18","00:40:06","76","80"
Kardió,2022-01-30 14:57:53,false,"Szeged Labdarúgás","3.89","518","00:46:55","170","193","--","--","5.0","26.9","4","3","--","--","--","0.0","--","--","--","--","Nem","00:00:01.0","3","--","--","--","--","--","--","--","--","00:38:27","00:46:55","78","79"
Kardió,2022-01-28 17:48:16,false,"Szeged Labdarúgás","3.81","501","00:52:12","157","181","--","--","4.4","18.5","18","18","--","--","--","0.0","--","--","--","--","Nem","00:15:06","2","--","--","--","--","--","--","--","--","00:29:10","00:52:12","76","80"
Kerékpározás,2022-01-27 21:16:31,false,"Szeged Kerékpározás","6.44","210","00:21:24","157","169","--","--","18.0","24.4","19","9","--","--","--","0.0","--","--","--","--","Nem","00:21:24","1","--","--","--","--","--","--","--","--","00:20:09","00:21:24","71","86"
Futás,2022-01-27 18:00:14,false,"Szeged Futás","3.33","217","00:20:04","171","183","162","221","6:02","5:22","14","15","1.03","--","--","0.0","--","3,242","--","--","Nem","00:00:01.1","2","--","--","--","--","--","--","--","--","00:20:04","00:20:04","76","80"
Futás,2022-01-27 17:43:29,false,"Szeged Futás","1.30","77","00:09:56.5","139","147","160","169","7:39","4:21","6","6","0.84","--","--","0.0","--","1,592","--","--","Nem","00:00:05.9","2","--","--","--","--","--","--","--","--","00:09:55.6","00:09:56.5","76","80"
Futás,2022-01-26 15:11:08,false,"Szeged Futás","4.85","273","00:28:09","160","187","148","172","5:48","4:04","12","11","1.16","--","--","0.0","--","4,218","--","--","Nem","00:28:09","1","--","--","--","--","--","--","--","--","00:27:42","00:28:09","71","82"
Futás,2022-01-26 12:02:42,false,"Szeged Futás","6.66","436","00:40:05","174","188","160","171","6:01","5:04","46","44","1.04","--","--","0.0","--","6,482","--","--","Nem","00:40:05","1","--","--","--","--","--","--","--","--","00:39:48","00:45:39","75","88"
Kardió,2022-01-13 17:30:58,false,"Szeged Labdarúgás","7.29","690","01:16:12","153","187","--","--","5.7","17.9","22","19","--","--","--","0.0","--","--","--","--","Nem","00:15:32","2","--","--","--","--","--","--","--","--","01:01:34","01:16:12","76","80"
Kardió,2022-01-12 19:02:15,false,"Kardió","0.00","444","01:00:51","132","175","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","Nem","00:05:55.3","4","--","--","--","--","--","--","--","--","00:00:00","01:02:59","--","--"
Kardió,2022-01-11 17:29:32,false,"Kardió","0.00","365","00:57:09","124","162","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","Nem","00:09:35.8","4","--","--","--","--","--","--","--","--","00:00:00","00:57:09","--","--"
Futás,2022-01-10 17:19:44,false,"Szeged Futás","6.61","503","00:55:22","159","184","115","247","8:23","4:55","25","25","1.00","--","--","0.0","--","6,826","--","--","Nem","00:00:15.7","12","--","--","--","--","--","--","--","--","00:39:41","00:55:22","76","80"
Gyaloglás,2022-01-09 10:27:23,false,"Szeged Gyaloglás","3.77","509","01:53:26","111","148","24","247","30:02","2:53","22","22","1.40","--","--","0.0","--","4,932","--","--","Nem","00:35:07","2","--","--","--","--","--","--","--","--","00:38:59","01:53:26","73","84"
Futás,2022-01-07 11:49:52,false,"Szeged - 3x1k","8.10","505","00:53:07","165","186","143","175","6:34","4:18","24","24","1.05","--","--","0.0","--","7,790","--","--","Nem","00:00:07.3","12","--","--","--","--","--","--","--","--","00:51:21","00:54:26","73","82"
Kerékpározás,2022-01-05 10:55:56,false,"Szeged Kerékpározás","6.52","140","00:21:02","127","144","--","--","18.6","23.0","8","18","--","--","--","0.0","--","--","--","--","Nem","00:21:02","1","--","--","--","--","--","--","--","--","00:21:02","00:21:02","71","85"
Kerékpározás,2022-01-05 09:21:26,false,"Szeged Kerékpározás","6.70","184","00:23:33","138","158","--","--","17.1","26.9","47","12","--","--","--","0.0","--","--","--","--","Nem","00:23:33","1","--","--","--","--","--","--","--","--","00:19:49","00:26:00","74","113"
Lépcsőzés,2022-01-04 14:16:35,false,"Lépcsőzés","0.00","119","00:12:25","159","168","66","220","--","--","--","--","0.00","--","--","0.0","--","1,066","--","--","Nem","00:00:03.8","13","--","--","--","--","--","--","--","--","00:00:00","00:12:25","--","--"
Futás,2022-01-04 13:47:13,false,"Szeged - piramis","3.76","215","00:25:47","157","185","142","209","6:51","3:03","10","7","1.02","--","--","0.0","--","3,676","--","--","Nem","00:00:03.4","40","--","--","--","--","--","--","--","--","00:25:27","00:27:25","76","82"
Kardió,2022-01-03 15:07:08,false,"Sprinter Cardio Challenge","0.00","137","00:20:58","132","158","--","--","--","--","--","--","--","--","--","0.0","--","438","286","12","Nem","00:20:58","1","--","--","--","--","--","--","--","--","00:12:06","00:21:57","--","--"
Futás,2022-01-03 13:45:35,false,"Szeged Futás","7.89","509","00:55:59","162","187","132","220","7:06","2:30","39","40","1.06","--","--","0.0","--","7,716","--","--","Nem","00:00:04.7","20","--","--","--","--","--","--","--","--","00:51:15","01:00:22","73","82"
Kardió,2021-12-31 11:32:38,false,"Labdarúgás","0.00","930","02:07:10","154","189","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","Nem","00:02:56.6","4","--","--","--","--","--","--","--","--","00:00:00","02:09:36","--","--"
Futás,2021-12-30 12:09:03,false,"Szeged Futás","5.73","371","00:39:10","163","186","136","212","6:50","2:53","7","7","1.07","--","--","0.0","--","5,618","--","--","Nem","00:00:06.2","12","--","--","--","--","--","--","--","--","00:37:20","00:42:15","75","81"
Kardió,2021-12-29 17:31:44,false,"Tabata Alternating Squats, Sit-U","0.00","46","00:16:06","111","139","--","--","--","--","--","--","--","--","--","0.0","--","370","185","32","Nem","00:16:06","1","--","--","--","--","--","--","--","--","00:10:23","00:16:32","--","--"
Erősítő edzés,2021-12-27 19:19:30,false,"Fit For Summer Workout","0.00","189","00:23:29","144","175","--","--","--","--","--","--","--","--","--","0.0","--","438","219","22","Nem","00:23:29","1","--","--","--","--","--","--","--","--","00:18:29","00:23:29","--","--"
